franchise_id,team_id,league,division,location,nickname,alternative_nicknames,date_start,date_end,city,state
HOU,HOU,NL,,Houston,Colt .45's,,1962-04-10,1964-10-04,Houston,TX
HOU,HOU,NL,,Houston,Astros,,1965-04-12,1968-09-29,Houston,TX
HOU,HOU,NL,W,Houston,Astros,,1969-04-08,1993-10-03,Houston,TX
HOU,HOU,NL,C,Houston,Astros,,1994-04-04,2012-10-03,Houston,TX
HOU,HOU,AL,W,Houston,Astros,,2013-03-31,,Houston,TX
KCA,KCA,AL,W,Kansas City,Royals,,1969-04-08,1993-10-03,Kansas City,MO
KCA,KCA,AL,C,Kansas City,Royals,,1994-04-04,,Kansas City,MO
LAN,BR3,AA,,Brooklyn,Atlantics,Trolley Dodgers,1884-05-01,1884-10-15,Brooklyn,NY
LAN,BR3,AA,,Brooklyn,Grays,Trolley Dodgers,1885-04-20,1887-10-10,Brooklyn,NY
LAN,BR3,AA,,Brooklyn,Bridegrooms,,1888-04-08,1889-10-14,Brooklyn,NY
LAN,BRO,NL,,Brooklyn,Bridegrooms,Grooms,1890-04-19,1898-10-15,Brooklyn,NY
LAN,BRO,NL,,Brooklyn,Superbas,,1899-04-15,1910-10-12,Brooklyn,NY
LAN,BRO,NL,,Brooklyn,Dodgers,Superbas,1911-04-12,1912-10-05,Brooklyn,NY
LAN,BRO,NL,,Brooklyn,Superbas,,1913-04-09,1913-10-03,Brooklyn,NY
LAN,BRO,NL,,Brooklyn,Robins,,1914-04-14,1931-09-27,Brooklyn,NY
LAN,BRO,NL,,Brooklyn,Dodgers,,1932-04-12,1957-09-29,Brooklyn,NY
LAN,LAN,NL,,Los Angeles,Dodgers,,1958-04-15,1968-09-29,Los Angeles,CA
LAN,LAN,NL,W,Los Angeles,Dodgers,,1969-04-07,,Los Angeles,CA
MIA,FLO,NL,E,Florida,Marlins,,1993-04-05,2011-09-28,Miami,FL
MIA,MIA,NL,E,Miami,Marlins,,2012-04-04,,Miami,FL
MIL,SE1,AL,W,Seattle,Pilots,,1969-04-08,1969-10-02,Seattle,WA
MIL,MIL,AL,W,Milwaukee,Brewers,,1970-04-07,1971-09-30,Milwaukee,WI
MIL,MIL,AL,E,Milwaukee,Brewers,,1972-04-15,1993-10-03,Milwaukee,WI
MIL,MIL,AL,C,Milwaukee,Brewers,,1994-04-05,1997-09-28,Milwaukee,WI
MIL,MIL,NL,C,Milwaukee,Brewers,,1998-03-31,,Milwaukee,WI
MIN,WS1,AL,,Washington,Senators,Nationals,1901-04-26,1960-10-02,Washington,DC
MIN,MIN,AL,,Minnesota,Twins,,1961-04-11,1968-09-29,Bloomington,MN
MIN,MIN,AL,W,Minnesota,Twins,,1969-04-08,1981-10-04,Bloomington,MN
MIN,MIN,AL,W,Minnesota,Twins,,1982-04-06,1993-10-03,Minneapolis,MN
MIN,MIN,AL,C,Minnesota,Twins,,1994-04-05,,Minneapolis,MN
NYA,BLA,AL,,Baltimore,Orioles,,1901-04-26,1902-09-29,Baltimore,MD
NYA,NYA,AL,,New York,Highlanders,Hilltoppers;Greater New Yorks,1903-04-22,1912-10-05,New York,NY
NYA,NYA,AL,,New York,Yankees,,1913-04-10,1968-09-29,New York,NY
NYA,NYA,AL,E,New York,Yankees,,1969-04-07,,New York,NY
NYN,NYN,NL,,New York,Mets,,1962-04-11,1968-09-29,New York,NY
NYN,NYN,NL,E,New York,Mets,,1969-04-08,,New York,NY
OAK,PHA,AL,,Philadelphia,Athletics,A's,1901-04-26,1954-09-26,Philadelphia,PA
OAK,KC1,AL,,Kansas City,Athletics,A's,1955-04-12,1967-10-01,Kansas City,MO
OAK,OAK,AL,,Oakland,Athletics,A's,1968-04-10,1968-09-29,Oakland,CA
OAK,OAK,AL,W,Oakland,Athletics,A's,1969-04-08,,Oakland,CA
PHI,PHI,NL,,Philadelphia,Quakers,,1883-05-01,1889-10-05,Philadelphia,PA
PHI,PHI,NL,,Philadelphia,Phillies,,1890-04-19,1942-09-27,Philadelphia,PA
PHI,PHI,NL,,Philadelphia,Blue Jays,,1943-04-24,1944-10-01,Philadelphia,PA
PHI,PHI,NL,,Philadelphia,Phillies,,1945-04-17,1968-09-29,Philadelphia,PA
PHI,PHI,NL,E,Philadelphia,Phillies,,1969-04-08,,Philadelphia,PA
PIT,PT1,AA,,Allegheny Club,(none),,1882-05-02,1884-10-15,Pittsburg,PA
